,fandom,count,type,href
2447,VG Cats,107,comic,/comic/VG-Cats/
2448,Intelligence,107,tv,/tv/Intelligence/
2449,Not Going Out,107,tv,/tv/Not-Going-Out/
2450,Medoran Chronicles,107,book,/book/Medoran-Chronicles/
2451,Tremors,107,movie,/movie/Tremors/
2452,Killzone,107,game,/game/Killzone/
2453,Devil\'s Carnival,107,movie,/movie/Devil-s-Carnival/
2454,Hercule Poirot series,107,book,/book/Hercule-Poirot-series/
2455,All American Girl,106,book,/book/All-American-Girl/
2456,Love Actually,106,movie,/movie/Love-Actually/
2457,Up,106,movie,/movie/Up/
2458,Final Space,106,cartoon,/cartoon/Final-Space/
2459,Cupid,106,tv,/tv/Cupid/
2460,Reaper,106,tv,/tv/Reaper/
2461,Wizards vs. Aliens,106,tv,/tv/Wizards-vs-Aliens/
2462,Clock Tower,106,game,/game/Clock-Tower/
2463,Honkai Impact 3rd,105,game,/game/Honkai-Impact-3rd/
2464,Younger,105,tv,/tv/Younger/
2465,Hex,105,tv,/tv/Hex/
2466,Love Mode,105,anime,/anime/Love-Mode/
2467,Total War series,105,game,/game/Total-War-series/
2468,Final Fantasy: Spirits Within,105,movie,/movie/Final-Fantasy-Spirits-Within/
2469,Shuffle!,105,anime,/anime/Shuffle/
2470,Mobile Suit Gundam: Iron-Blooded Orphans,105,anime,/anime/Mobile-Suit-Gundam-Iron-Blooded-Orphans/
2471,Aaahh!!! Real Monsters,105,cartoon,/cartoon/Aaahh-Real-Monsters/
2472,Top Gun,104,movie,/movie/Top-Gun/
2473,Sayonara Zetsubo Sensei,104,anime,/anime/Sayonara-Zetsubo-Sensei/
2474,Mr. Robot,104,tv,/tv/Mr-Robot/
2475,Lexx,104,tv,/tv/Lexx/
2476,Homeworld,104,game,/game/Homeworld/
2477,Lux-Pain,104,game,/game/Lux-Pain/
2478,Oddworld,104,game,/game/Oddworld/
2479,Caillou,104,cartoon,/cartoon/Caillou/
2480,Jimmy Two-Shoes,104,cartoon,/cartoon/Jimmy-Two-Shoes/
2481,Neverwhere,104,book,/book/Neverwhere/
2482,Tom Clancy,104,book,/book/Tom-Clancy/
2483,Spore,104,game,/game/Spore/
2484,"Дом, в котором",103,book,/book/%D0%94%D0%BE%D0%BC-%D0%B2-%D0%BA%D0%BE%D1%82%D0%BE%D1%80%D0%BE%D0%BC/
2485,Night Huntress series,103,book,/book/Night-Huntress-series/
2486,Stravaganza,103,book,/book/Stravaganza/
2487,"Immortals series, Alyson Noel",103,book,/book/Immortals-series-Alyson-Noel/
2488,Two Kinds,103,comic,/comic/Two-Kinds/
2489,Tokyo Revengers/東京 リベンジャーズ,103,anime,/anime/Tokyo-Revengers-%E6%9D%B1%E4%BA%AC-%E3%83%AA%E3%83%99%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%BC%E3%82%BA/
2490,Gungrave,103,anime,/anime/Gungrave/
2491,Psi Factor,103,tv,/tv/Psi-Factor/
2492,Daniel Boone,103,tv,/tv/Daniel-Boone/
2493,Chalkzone,103,cartoon,/cartoon/Chalkzone/
2494,Summon Night,102,game,/game/Summon-Night/
2495,Cybersix,102,cartoon,/cartoon/Cybersix/
2496,Minesweeper,102,game,/game/Minesweeper/
2497,Ensemble Stars/あんさんぶるスターズ!,102,game,/game/Ensemble-Stars-%E3%81%82%E3%82%93%E3%81%95%E3%82%93%E3%81%B6%E3%82%8B%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%BA/
2498,Beyblade Burst,102,anime,/anime/Beyblade-Burst/
2499,Shannara Chronicles,102,tv,/tv/Shannara-Chronicles/
2500,Scream,102,tv,/tv/Scream/
2501,DC Super Hero Girls,102,cartoon,/cartoon/DC-Super-Hero-Girls/
2502,Macbeth,102,play,/play/Macbeth/
2503,Romance of the 3  Kingdoms,101,book,/book/Romance-of-the-3-Kingdoms/
2504,Sanrio,101,misc,/misc/Sanrio/
2505,Sopranos,101,tv,/tv/Sopranos/
2506,Ripper Street,101,tv,/tv/Ripper-Street/
2507,Fallen,101,book,/book/Fallen/
2508,Danbōru Senki/ダンボール戦機,101,anime,/anime/Danb%C5%8Dru-Senki-%E3%83%80%E3%83%B3%E3%83%9C%E3%83%BC%E3%83%AB%E6%88%A6%E6%A9%9F/
2509,Superboy,101,comic,/comic/Superboy/
2510,Time Machine,101,book,/book/Time-Machine/
2511,Boston Public,101,tv,/tv/Boston-Public/
2512,IGPX,101,anime,/anime/IGPX/
2513,Chuunibyou Demo Koi Ga Shitai/中二病でも恋がしたい,101,anime,/anime/Chuunibyou-Demo-Koi-Ga-Shitai-%E4%B8%AD%E4%BA%8C%E7%97%85%E3%81%A7%E3%82%82%E6%81%8B%E3%81%8C%E3%81%97%E3%81%9F%E3%81%84/
2514,Generation X,101,comic,/comic/Generation-X/
2515,Last Unicorn,101,movie,/movie/Last-Unicorn/
2516,Acquittal: Induction,100,game,/game/Acquittal-Induction/
2517,Jane the Virgin,100,tv,/tv/Jane-the-Virgin/
2518,Army of Two,100,game,/game/Army-of-Two/
2519,Clue,100,game,/game/Clue/
2520,Yogventures!,100,game,/game/Yogventures/
2521,Amanda Show,100,tv,/tv/Amanda-Show/
2522,Almighty Johnsons,100,tv,/tv/Almighty-Johnsons/
2523,Gnomeo & Juliet,100,movie,/movie/Gnomeo-Juliet/
2524,Stormlight Archive,100,book,/book/Stormlight-Archive/
2525,Alpha Force,100,book,/book/Alpha-Force/
2526,Spy Kids,100,movie,/movie/Spy-Kids/
2527,Robot Boy,100,cartoon,/cartoon/Robot-Boy/
2528,Horseland,100,cartoon,/cartoon/Horseland/
2529,Blade of the Immortal,100,anime,/anime/Blade-of-the-Immortal/
2530,Drama! series,99,book,/book/Drama-series/
2531,Book of Amber,99,book,/book/Book-of-Amber/
2532,Matched,99,book,/book/Matched/
2533,Darkest Dungeon,99,game,/game/Darkest-Dungeon/
2534,Campione!/カンピオーネ!,99,anime,/anime/Campione-%E3%82%AB%E3%83%B3%E3%83%94%E3%82%AA%E3%83%BC%E3%83%8D/
2535,AKB0048,99,anime,/anime/AKB0048/
2536,Smite,99,game,/game/Smite/
2537,Accel World/アクセル・ワールド,99,anime,/anime/Accel-World-%E3%82%A2%E3%82%AF%E3%82%BB%E3%83%AB-%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89/
2538,SEGA Superstars,99,game,/game/SEGA-Superstars/
2539,SaGa Frontier,99,game,/game/SaGa-Frontier/
2540,Dog with a Blog,99,tv,/tv/Dog-with-a-Blog/
2541,Rome,99,tv,/tv/Rome/
2542,Lethal Weapon,99,tv,/tv/Lethal-Weapon/
2543,Miami Vice,99,tv,/tv/Miami-Vice/
2544,Wire in the Blood,99,tv,/tv/Wire-in-the-Blood/
2545,Crow,99,comic,/comic/Crow/
2546,MASK,99,cartoon,/cartoon/MASK/
2547,Fireman Sam,99,cartoon,/cartoon/Fireman-Sam/
2548,(500) Days of Summer,99,movie,/movie/500-Days-of-Summer/
2549,Race to Witch Mountain,98,movie,/movie/Race-to-Witch-Mountain/
2550,Rocky,98,movie,/movie/Rocky/
2551,Quest for Camelot,98,movie,/movie/Quest-for-Camelot/
2552,Demon Headmaster,98,book,/book/Demon-Headmaster/
2553,Yotsuba&!/よつばと！,98,anime,/anime/Yotsuba-%E3%82%88%E3%81%A4%E3%81%B0%E3%81%A8/
2554,Queen\'s Blade/クイーンズブレイド,98,anime,/anime/Queen-s-Blade-%E3%82%AF%E3%82%A4%E3%83%BC%E3%83%B3%E3%82%BA%E3%83%96%E3%83%AC%E3%82%A4%E3%83%89/
2555,Gundam Build Fighters/ガンダムビルドファイターズ,98,anime,/anime/Gundam-Build-Fighters-%E3%82%AC%E3%83%B3%E3%83%80%E3%83%A0%E3%83%93%E3%83%AB%E3%83%89%E3%83%95%E3%82%A1%E3%82%A4%E3%82%BF%E3%83%BC%E3%82%BA/
2556,Continuum,98,tv,/tv/Continuum/
2557,Dan Vs.,98,cartoon,/cartoon/Dan-Vs/
2558,Secret Show,98,cartoon,/cartoon/Secret-Show/
2559,Disney: Twisted Wonderland/ディズニー ツイステッドワンダーランド,98,game,/game/Disney-Twisted-Wonderland-%E3%83%87%E3%82%A3%E3%82%BA%E3%83%8B%E3%83%BC-%E3%83%84%E3%82%A4%E3%82%B9%E3%83%86%E3%83%83%E3%83%89%E3%83%AF%E3%83%B3%E3%83%80%E3%83%BC%E3%83%A9%E3%83%B3%E3%83%89/
2560,PlayStation All-Stars Battle Royale,98,game,/game/PlayStation-All-Stars-Battle-Royale/
2561,Beyond: Two Souls,98,game,/game/Beyond-Two-Souls/
2562,Samurai Pizza Cats,97,anime,/anime/Samurai-Pizza-Cats/
2563,Gosick/ゴシック,97,anime,/anime/Gosick-%E3%82%B4%E3%82%B7%E3%83%83%E3%82%AF/
2564,Criminal Minds: Suspect Behavior,97,tv,/tv/Criminal-Minds-Suspect-Behavior/
2565,Jumanji,97,movie,/movie/Jumanji/
2566,Day After Tomorrow,97,movie,/movie/Day-After-Tomorrow/
2567,My Next Life as a Villainess: All Routes Lead to Doom!,97,anime,/anime/My-Next-Life-as-a-Villainess-All-Routes-Lead-to-Doom/
2568,Bridge to Terabithia,97,movie,/movie/Bridge-to-Terabithia/
2569,BNA ビー エヌ エー,97,anime,/anime/BNA-%E3%83%93%E3%83%BC-%E3%82%A8%E3%83%8C-%E3%82%A8%E3%83%BC/
2570,Breakout Kings,97,tv,/tv/Breakout-Kings/
2571,Mayans M.C.,97,tv,/tv/Mayans-M-C/
2572,Liar Game,97,anime,/anime/Liar-Game/
2573,"Electric Company, 2009",97,tv,/tv/Electric-Company-2009/
2574,Backyardigans,97,cartoon,/cartoon/Backyardigans/
2575,Time Warp Trio,97,cartoon,/cartoon/Time-Warp-Trio/
2576,Pirates in Love,96,game,/game/Pirates-in-Love/
2577,City of Ember,96,book,/book/City-of-Ember/
2578,Constantine,96,tv,/tv/Constantine/
2579,Legend of the Legendary Heroes/伝説の勇者の伝説,96,anime,/anime/Legend-of-the-Legendary-Heroes-%E4%BC%9D%E8%AA%AC%E3%81%AE%E5%8B%87%E8%80%85%E3%81%AE%E4%BC%9D%E8%AA%AC/
2580,Cloudy with a Chance of Meatballs,96,movie,/movie/Cloudy-with-a-Chance-of-Meatballs/
2581,Joker,96,movie,/movie/Joker/
2582,Commander in Chief,96,tv,/tv/Commander-in-Chief/
2583,Devilman/デビルマン,95,anime,/anime/Devilman-%E3%83%87%E3%83%93%E3%83%AB%E3%83%9E%E3%83%B3/
2584,Doug,95,cartoon,/cartoon/Doug/
2585,Cory in the House,95,tv,/tv/Cory-in-the-House/
2586,Wadanohara and the Great Blue Sea,95,game,/game/Wadanohara-and-the-Great-Blue-Sea/
2587,EVE Online,95,game,/game/EVE-Online/
2588,WolfQuest,95,game,/game/WolfQuest/
2589,World of Tanks,95,game,/game/World-of-Tanks/
2590,"Welcome to Hell, 2013",95,movie,/movie/Welcome-to-Hell-2013/
2591,Jane by Design,95,tv,/tv/Jane-by-Design/
2592,Unikitty!,95,cartoon,/cartoon/Unikitty/
2593,Brothers Grim,95,movie,/movie/Brothers-Grim/
2594,Haibane Renmei,95,anime,/anime/Haibane-Renmei/
2595,Brave Little Toaster,95,movie,/movie/Brave-Little-Toaster/
2596,Obernewtyn,95,book,/book/Obernewtyn/
2597,Darkest Minds,95,book,/book/Darkest-Minds/
2598,Ape Escape,94,game,/game/Ape-Escape/
2599,Equilibrium,94,movie,/movie/Equilibrium/
2600,Ratatouille,94,movie,/movie/Ratatouille/
2601,Kaikan Phrase,94,anime,/anime/Kaikan-Phrase/
2602,Companions Quartet,94,book,/book/Companions-Quartet/
2603,Avalon High,94,book,/book/Avalon-High/
2604,Captain Marvel,94,movie,/movie/Captain-Marvel/
2605,"Mozart, l\'opéra rock",94,play,/play/Mozart-l-op%C3%A9ra-rock/
2606,Starry Sky,94,game,/game/Starry-Sky/
2607,Payday: The Heist,94,game,/game/Payday-The-Heist/
2608,Memoirs of a Geisha,94,book,/book/Memoirs-of-a-Geisha/
2609,A Christmas Carol,94,book,/book/A-Christmas-Carol/
2610,A Midsummer\'s Night Dream,94,play,/play/A-Midsummer-s-Night-Dream/
2611,Code Black,94,tv,/tv/Code-Black/
2612,Lego,94,game,/game/Lego/
2613,Bring it On,93,movie,/movie/Bring-it-On/
2614,"Black Swan, 2010",93,movie,/movie/Black-Swan-2010/
2615,American Dreams,93,tv,/tv/American-Dreams/
2616,Blue Water High,93,tv,/tv/Blue-Water-High/
2617,Rescue: Special Ops,93,tv,/tv/Rescue-Special-Ops/
2618,Infinity Train,93,cartoon,/cartoon/Infinity-Train/
2619,Someone Like You,93,book,/book/Someone-Like-You/
2620,Mamotte! Lollipop,92,anime,/anime/Mamotte-Lollipop/
2621,8 Simple Rules,92,tv,/tv/8-Simple-Rules/
2622,Troop,92,tv,/tv/Troop/
2623,Star Trek: Picard,92,tv,/tv/Star-Trek-Picard/
2624,FBI,92,tv,/tv/FBI/
2625,Kino\'s Journey,92,anime,/anime/Kino-s-Journey/
2626,Kobato/こばと。,92,anime,/anime/Kobato-%E3%81%93%E3%81%B0%E3%81%A8/
2627,Rhythm Thief,92,game,/game/Rhythm-Thief/
2628,Millennium Trilogy,92,book,/book/Millennium-Trilogy/
2629,Perfect Chemistry,92,book,/book/Perfect-Chemistry/
2630,Descendants,92,movie,/movie/Descendants/
2631,ParaNorman,91,movie,/movie/ParaNorman/
2632,Space: Above and Beyond,91,tv,/tv/Space-Above-and-Beyond/
2633,Pac-Man and the Ghostly Adventures,91,cartoon,/cartoon/Pac-Man-and-the-Ghostly-Adventures/
2634,Versailles,91,tv,/tv/Versailles/
2635,Black Stallion,91,book,/book/Black-Stallion/
2636,Housepets!,91,comic,/comic/Housepets/
2637,Yuki Yuna is a Hero/結城友奈は勇者である,91,anime,/anime/Yuki-Yuna-is-a-Hero-%E7%B5%90%E5%9F%8E%E5%8F%8B%E5%A5%88%E3%81%AF%E5%8B%87%E8%80%85%E3%81%A7%E3%81%82%E3%82%8B/
2638,Flint: The Time Detective,91,anime,/anime/Flint-The-Time-Detective/
2639,20th Century Boys,91,anime,/anime/20th-Century-Boys/
2640,I Am Legend,91,book,/book/I-Am-Legend/
2641,Hotel Dusk: Room 215,90,game,/game/Hotel-Dusk-Room-215/
2642,Tracker,90,tv,/tv/Tracker/
2643,Vampire High,90,tv,/tv/Vampire-High/
2644,Zoo,90,tv,/tv/Zoo/
2645,Demons,90,tv,/tv/Demons/
2646,Muv-Luv/マブラヴ,90,game,/game/Muv-Luv-%E3%83%9E%E3%83%96%E3%83%A9%E3%83%B4/
2647,AdventureQuest Worlds,90,game,/game/AdventureQuest-Worlds/
2648,Madness Combat,90,cartoon,/cartoon/Madness-Combat/
2649,Zombie Fallout,90,book,/book/Zombie-Fallout/
2650,Thoroughbred,90,book,/book/Thoroughbred/
2651,Pan\'s Labyrinth/El laberinto del fauno,90,movie,/movie/Pan-s-Labyrinth-El-laberinto-del-fauno/
2652,ERASED/僕だけがいない街,90,anime,/anime/ERASED-%E5%83%95%E3%81%A0%E3%81%91%E3%81%8C%E3%81%84%E3%81%AA%E3%81%84%E8%A1%97/
2653,Crush Gear Turbo,90,anime,/anime/Crush-Gear-Turbo/
2654,The Mask,90,movie,/movie/The-Mask/
2655,Mistborn Trilogy,90,book,/book/Mistborn-Trilogy/
2656,300,89,comic,/comic/300/
2657,Fish Hooks,89,cartoon,/cartoon/Fish-Hooks/
2658,Will of the Empress,89,book,/book/Will-of-the-Empress/
2659,Edge Chronicles,89,book,/book/Edge-Chronicles/
2660,Iliad,89,book,/book/Iliad/
2661,Speed Racer: The Next Generation,89,cartoon,/cartoon/Speed-Racer-The-Next-Generation/
2662,Penn Zero: Part-Time Hero,89,cartoon,/cartoon/Penn-Zero-Part-Time-Hero/
2663,Zombie Land Saga/ゾンビランドサガ,89,anime,/anime/Zombie-Land-Saga-%E3%82%BE%E3%83%B3%E3%83%93%E3%83%A9%E3%83%B3%E3%83%89%E3%82%B5%E3%82%AC/
2664,L.A. Noire,89,game,/game/L-A-Noire/
2665,Oliver!,88,play,/play/Oliver/
2666,Hi Hi Puffy Ami Yumi,88,cartoon,/cartoon/Hi-Hi-Puffy-Ami-Yumi/
2667,Fox and the Hound,88,movie,/movie/Fox-and-the-Hound/
2668,Case Study of Vanitas/ヴァ二タスの手記,88,anime,/anime/Case-Study-of-Vanitas-%E3%83%B4%E3%82%A1%E4%BA%8C%E3%82%BF%E3%82%B9%E3%81%AE%E6%89%8B%E8%A8%98/
2669,Aoharu x Kikanjuu/青春×機関銃,88,anime,/anime/Aoharu-x-Kikanjuu-%E9%9D%92%E6%98%A5-%E6%A9%9F%E9%96%A2%E9%8A%83/
2670,Amulet,88,comic,/comic/Amulet/
2671,Grim Tales,88,comic,/comic/Grim-Tales/
2672,"Lying Game, 2011",88,tv,/tv/Lying-Game-2011/
2673,Bitten,88,tv,/tv/Bitten/
2674,Handmaid\'s Tale,88,tv,/tv/Handmaid-s-Tale/
2675,Da Vinci\'s Demons,88,tv,/tv/Da-Vinci-s-Demons/
2676,"Class, 2016",88,tv,/tv/Class-2016/
2677,Home,88,movie,/movie/Home/
2678,Hellcats,88,tv,/tv/Hellcats/
2679,Truth About Forever,88,book,/book/Truth-About-Forever/
2680,About a Boy,88,book,/book/About-a-Boy/
2681,Mansfield Park,88,book,/book/Mansfield-Park/
2682,Hot in Cleveland,88,tv,/tv/Hot-in-Cleveland/
2683,Boku wa Tomodachi ga Sukunai,87,anime,/anime/Boku-wa-Tomodachi-ga-Sukunai/
2684,Rule of Rose,87,game,/game/Rule-of-Rose/
2685,Binding of Isaac,87,game,/game/Binding-of-Isaac/
2686,Girl Genius,87,comic,/comic/Girl-Genius/
2687,Incredible Hulk,87,tv,/tv/Incredible-Hulk/
2688,Bunk’d,87,tv,/tv/Bunk-d/
2689,Best Friends Whenever,87,tv,/tv/Best-Friends-Whenever/
2690,Black Books,87,tv,/tv/Black-Books/
2691,Monkey Island,87,game,/game/Monkey-Island/
2692,White Knight Chronicles,87,game,/game/White-Knight-Chronicles/
2693,Yakuza,87,game,/game/Yakuza/
2694,Mawaru Penguindrum/輪るピングドラム,87,anime,/anime/Mawaru-Penguindrum-%E8%BC%AA%E3%82%8B%E3%83%94%E3%83%B3%E3%82%B0%E3%83%89%E3%83%A9%E3%83%A0/
2695,Kiss Kiss Bang Bang,87,movie,/movie/Kiss-Kiss-Bang-Bang/
2696,"Warrior, 2011",87,movie,/movie/Warrior-2011/
2697,Virgin Suicides,87,movie,/movie/Virgin-Suicides/
2698,Bee Movie,87,movie,/movie/Bee-Movie/
2699,Cassandra Palmer Series,87,book,/book/Cassandra-Palmer-Series/
2700,Ascendance Trilogy,87,book,/book/Ascendance-Trilogy/
2701,Excalibur,87,comic,/comic/Excalibur/
2702,Dirk Gently\'s Holistic Detective Agency,86,tv,/tv/Dirk-Gently-s-Holistic-Detective-Agency/
2703,Onward,86,movie,/movie/Onward/
2704,Reign Of Fire,86,movie,/movie/Reign-Of-Fire/
2705,Verliebt in Berlin,86,tv,/tv/Verliebt-in-Berlin/
2706,"Deception, 2018",86,tv,/tv/Deception-2018/
2707,Providence,86,tv,/tv/Providence/
2708,Last Apprentice series/Wardstone Chronicles,86,book,/book/Last-Apprentice-series-Wardstone-Chronicles/
2709,Oresama Teacher/俺様ティーチャー,86,anime,/anime/Oresama-Teacher-%E4%BF%BA%E6%A7%98%E3%83%86%E3%82%A3%E3%83%BC%E3%83%81%E3%83%A3%E3%83%BC/
2710,Murder She Wrote,86,tv,/tv/Murder-She-Wrote/
2711,Saber Rider and the Star Sheriffs,86,anime,/anime/Saber-Rider-and-the-Star-Sheriffs/
2712,Lovely Bones,86,book,/book/Lovely-Bones/
2713,Compulsive Gambler/賭ケグルイ,86,anime,/anime/Compulsive-Gambler-%E8%B3%AD%E3%82%B1%E3%82%B0%E3%83%AB%E3%82%A4/
2714,Rival Schools,86,game,/game/Rival-Schools/
2715,Moomins,86,cartoon,/cartoon/Moomins/
2716,Here is Greenwood,86,anime,/anime/Here-is-Greenwood/
2717,Monster Girl Quest,86,game,/game/Monster-Girl-Quest/
2718,La storia della Arcana Famiglia/アルカナ・ファミリア,86,anime,/anime/La-storia-della-Arcana-Famiglia-%E3%82%A2%E3%83%AB%E3%82%AB%E3%83%8A-%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%82%A2/
2719,5 Centimeters Per Second,85,anime,/anime/5-Centimeters-Per-Second/
2720,"Dear John, Nicholas Sparks",85,book,/book/Dear-John-Nicholas-Sparks/
2721,Seikon No Qwaser/聖痕のクェイサー,85,anime,/anime/Seikon-No-Qwaser-%E8%81%96%E7%97%95%E3%81%AE%E3%82%AF%E3%82%A7%E3%82%A4%E3%82%B5%E3%83%BC/
2722,Barakamon/ばらかもん,85,anime,/anime/Barakamon-%E3%81%B0%E3%82%89%E3%81%8B%E3%82%82%E3%82%93/
2723,Immortal Rain,85,anime,/anime/Immortal-Rain/
2724,Super Robot Wars,85,game,/game/Super-Robot-Wars/
2725,Punch-Out!!,85,game,/game/Punch-Out/
2726,F-Zero,85,game,/game/F-Zero/
2727,Jaws,85,movie,/movie/Jaws/
2728,Wallander,85,tv,/tv/Wallander/
2729,Astro Boy,85,movie,/movie/Astro-Boy/
2730,I Spy,85,tv,/tv/I-Spy/
2731,Nash Bridges,85,tv,/tv/Nash-Bridges/
2732,Adventures in Wonderland,85,tv,/tv/Adventures-in-Wonderland/
2733,Law and Order: TBJ,85,tv,/tv/Law-and-Order-TBJ/
2734,Atomic Betty,85,cartoon,/cartoon/Atomic-Betty/
2735,Goonies,85,movie,/movie/Goonies/
2736,Green Street Hooligans,85,movie,/movie/Green-Street-Hooligans/
2737,13 Tzameti,85,movie,/movie/13-Tzameti/
2738,Are You Afraid of the Dark,84,tv,/tv/Are-You-Afraid-of-the-Dark/
2739,Boy In the Striped Pajamas,84,book,/book/Boy-In-the-Striped-Pajamas/
2740,Lurlene McDaniel,84,book,/book/Lurlene-McDaniel/
2741,Fables,84,comic,/comic/Fables/
2742,Cirque du Soleil,84,play,/play/Cirque-du-Soleil/
2743,Just Listen,84,book,/book/Just-Listen/
2744,Maria Holic/まりあ†ほりっく,84,anime,/anime/Maria-Holic-%E3%81%BE%E3%82%8A%E3%81%82-%E3%81%BB%E3%82%8A%E3%81%A3%E3%81%8F/
2745,Gakuen Babysitters/学園ベビーシッターズ,84,anime,/anime/Gakuen-Babysitters-%E5%AD%A6%E5%9C%92%E3%83%99%E3%83%93%E3%83%BC%E3%82%B7%E3%83%83%E3%82%BF%E3%83%BC%E3%82%BA/
2746,Selector Infected Wixoss,84,anime,/anime/Selector-Infected-Wixoss/
2747,Off*Beat,84,anime,/anime/Off-Beat/
2748,Reservoir Dogs,84,movie,/movie/Reservoir-Dogs/
2749,Empire,84,tv,/tv/Empire/
2750,Bust A Move/Groove,84,game,/game/Bust-A-Move-Groove/
2751,Hozuki no Reitetsu/鬼灯の冷徹,83,anime,/anime/Hozuki-no-Reitetsu-%E9%AC%BC%E7%81%AF%E3%81%AE%E5%86%B7%E5%BE%B9/
2752,Bunheads,83,tv,/tv/Bunheads/
2753,Nobuta wo Produce,83,anime,/anime/Nobuta-wo-Produce/
2754,Hunger,83,movie,/movie/Hunger/
2755,The Thing,83,movie,/movie/The-Thing/
2756,"3:10 to Yuma, 2007",83,movie,/movie/3-10-to-Yuma-2007/
2757,Dark City,83,movie,/movie/Dark-City/
2758,Tombstone,83,movie,/movie/Tombstone/
2759,Tales of the World: Radiant Mythology,83,game,/game/Tales-of-the-World-Radiant-Mythology/
2760,Summer I Turned Pretty,83,book,/book/Summer-I-Turned-Pretty/
2761,Bouncer,83,game,/game/Bouncer/
2762,Starlight Express,83,play,/play/Starlight-Express/
2763,Raccoons,83,cartoon,/cartoon/Raccoons/
2764,Three Delivery,83,cartoon,/cartoon/Three-Delivery/
2765,AIR,83,anime,/anime/AIR/
2766,Barajou no Kiss/薔薇嬢のキス,83,anime,/anime/Barajou-no-Kiss-%E8%96%94%E8%96%87%E5%AC%A2%E3%81%AE%E3%82%AD%E3%82%B9/
2767,Ponyo/崖の上のポニョ,82,anime,/anime/Ponyo-%E5%B4%96%E3%81%AE%E4%B8%8A%E3%81%AE%E3%83%9D%E3%83%8B%E3%83%A7/
2768,Ginban Kaleidoscope,82,anime,/anime/Ginban-Kaleidoscope/
2769,"Spider-Man, PS4",82,game,/game/Spider-Man-PS4/
2770,"Zombies, Run!",82,game,/game/Zombies-Run/
2771,Nausicaa of the Valley of the Wind,82,anime,/anime/Nausicaa-of-the-Valley-of-the-Wind/
2772,American Gods,82,book,/book/American-Gods/
2773,Magisterium series,82,book,/book/Magisterium-series/
2774,The Tomorrow series,82,book,/book/The-Tomorrow-series/
2775,"Proposal, 2009",82,movie,/movie/Proposal-2009/
2776,Bread,82,tv,/tv/Bread/
2777,Rawhide,82,tv,/tv/Rawhide/
2778,Orphan,82,movie,/movie/Orphan/
2779,Psycho,82,movie,/movie/Psycho/
2780,"Wings, Aprilynne Pike",82,book,/book/Wings-Aprilynne-Pike/
2781,Red River/天は赤い河のほとり,81,anime,/anime/Red-River-%E5%A4%A9%E3%81%AF%E8%B5%A4%E3%81%84%E6%B2%B3%E3%81%AE%E3%81%BB%E3%81%A8%E3%82%8A/
2782,Hot Fuzz,81,movie,/movie/Hot-Fuzz/
2783,"Starstruck, 2010",81,movie,/movie/Starstruck-2010/
2784,Home Alone,81,movie,/movie/Home-Alone/
2785,Duel Masters,81,anime,/anime/Duel-Masters/
2786,Legend of Legaia,81,game,/game/Legend-of-Legaia/
2787,Fairly Legal,81,tv,/tv/Fairly-Legal/
2788,Mission: Impossible,81,tv,/tv/Mission-Impossible/
2789,W.I.T.C.H.,81,comic,/comic/W-I-T-C-H/
2790,Wildstorm Heroes,81,comic,/comic/Wildstorm-Heroes/
2791,Kaijudo: Rise of the Duel Masters,81,cartoon,/cartoon/Kaijudo-Rise-of-the-Duel-Masters/
2792,Jedi Knight,81,game,/game/Jedi-Knight/
2793,Boktai,81,game,/game/Boktai/
2794,Is It Wrong to Try to Pick Up Girls in a Dungeon?,81,anime,/anime/Is-It-Wrong-to-Try-to-Pick-Up-Girls-in-a-Dungeon/
2795,Bloom Into You/やがて君になる,81,anime,/anime/Bloom-Into-You-%E3%82%84%E3%81%8C%E3%81%A6%E5%90%9B%E3%81%AB%E3%81%AA%E3%82%8B/
2796,You\'re Under Arrest,81,anime,/anime/You-re-Under-Arrest/
2797,Twin Star Exorcists/双星の陰陽師,81,anime,/anime/Twin-Star-Exorcists-%E5%8F%8C%E6%98%9F%E3%81%AE%E9%99%B0%E9%99%BD%E5%B8%AB/
2798,Foundation,80,book,/book/Foundation/
2799,Friday the 13th,80,tv,/tv/Friday-the-13th/
2800,Paranoia Agent,80,anime,/anime/Paranoia-Agent/
2801,Miracle,80,movie,/movie/Miracle/
2802,Psychic Detective Yakumo/心霊探偵八雲,80,anime,/anime/Psychic-Detective-Yakumo-%E5%BF%83%E9%9C%8A%E6%8E%A2%E5%81%B5%E5%85%AB%E9%9B%B2/
2803,Lords of Dogtown,80,movie,/movie/Lords-of-Dogtown/
2804,Ten Inch Hero,80,movie,/movie/Ten-Inch-Hero/
2805,"Clash of the Titans, 2010",80,movie,/movie/Clash-of-the-Titans-2010/
2806,"Let Me In, 2010",80,movie,/movie/Let-Me-In-2010/
2807,Clare B. Dunkle,80,book,/book/Clare-B-Dunkle/
2808,Asterix,79,comic,/comic/Asterix/
2809,Captain N,79,cartoon,/cartoon/Captain-N/
2810,Making Fiends,79,cartoon,/cartoon/Making-Fiends/
2811,Bluey,79,cartoon,/cartoon/Bluey/
2812,Stanley Parable,79,game,/game/Stanley-Parable/
